url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
https://www.zomato.com/bangalore/dominos-pizza-1-banashankari?context=eyJzZSI6eyJlIjpbIjE4NTYzMDk3IiwiNTY4ODMiLCIxODMwNzgwNiIsIjU4NjM2Iiw1MzYwMSwiMTg1NjU2NzkiLCIxODU1OTg5NyIsIjE4Njk3MjExIiwiNTIyNTUiLCI1MTM0OCIsIjE4MzcxMjcyIiwiMTg3ODIyMDkiLCIxODc4Nzg4MyIsIjE4MDg5NjgyIiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,"645, 1st Floor, 24th Cross, 24th Main, 2nd Stage, Banashankari, Bangalore",Domino's Pizza,Yes,No,3.9/5,540,"080 26710070
18602100000",Banashankari,Quick Bites,"Pane Pizza, Lava Cake, Pasta, Stuffed Garlic Bread, Chocolava Cake, Tacos","Pizza, Fast Food",800,Delivery,Banashankari
https://www.zomato.com/bangalore/hotboxit-banashankari?context=eyJzZSI6eyJlIjpbIjE4MzA3ODA2IiwiNTg2MzYiLCI1MzYwMSIsIjE4NTY1Njc5IiwxODU1OTg5NywiMTg2OTcyMTEiLCI1MjI1NSIsIjUxMzQ4IiwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwiMTgwODk2OTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"2nd Stage, Banashankari, Bangalore",Hotboxit,No,No,3.8/5,36,"+91 7026677677
+91 7026577577",Banashankari,Delivery,Prompt Service,"North Indian, Continental, Italian",400,Delivery,Banashankari
https://www.zomato.com/bangalore/kitchen-garden-kumaraswamy-layout-bangalore?context=eyJzZSI6eyJlIjpbIjU4NjM2IiwiNTM2MDEiLCIxODU2NTY3OSIsIjE4NTU5ODk3IiwxODY5NzIxMSwiNTIyNTUiLCI1MTM0OCIsIjE4MzcxMjcyIiwiMTg3ODIyMDkiLCIxODc4Nzg4MyIsIjE4MDg5NjgyIiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIiwiMTg2NDUyNjAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"1750, 14th Main, Police Station Road, Kumaraswamy Layout, Bangalore",Kitchen Garden,Yes,No,3.6/5,244,080 49652867,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Chinese",300,Delivery,Banashankari
https://www.zomato.com/bangalore/recipe-kumaraswamy-layout?context=eyJzZSI6eyJlIjpbIjUzNjAxIiwiMTg1NjU2NzkiLCIxODU1OTg5NyIsIjE4Njk3MjExIiw1MjI1NSwiNTEzNDgiLCIxODM3MTI3MiIsIjE4NzgyMjA5IiwiMTg3ODc4ODMiLCIxODA4OTY4MiIsIjE4NTIxOTEyIiwiNTYwOTgiLCIxODA4OTY5MyIsIjE4NjQ1MjYwIiwiMTg2Njc1NjciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"1621, 1st Floor, 50 Feet Main Road, Kumaraswamy Layout, Bangalore",Recipe,Yes,No,4.0/5,804,"+91 8043755256
+91 9886073774",Kumaraswamy Layout,Casual Dining,"Butter Chicken, Noodles, Thali, Biryani","North Indian, Chinese, Biryani, Rolls",450,Delivery,Banashankari
https://www.zomato.com/bangalore/beijing-bites-rajarajeshwari-nagar?context=eyJzZSI6eyJlIjpbIjE4NTY1Njc5IiwiMTg1NTk4OTciLCIxODY5NzIxMSIsIjUyMjU1Iiw1MTM0OCwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwiMTgwODk2OTMiLCIxODY0NTI2MCIsIjE4NjY3NTY3IiwiNTY3MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"179, 1st Floor, Jawarlalnehru Road, BEML Layout, Rajarajeshwari Nagar, Bangalore",Beijing Bites,Yes,No,3.7/5,679,"080 28606888
080 28606886",Rajarajeshwari Nagar,Casual Dining,"Momos, Dragon Chicken, Hakka Noodles, Chowmein, Chop Suey, Chilli Garlic Noodles, Garlic Rice","Chinese, Thai",850,Delivery,Banashankari
https://www.zomato.com/bangalore/tasty-bytes-kumaraswamy-layout?context=eyJzZSI6eyJlIjpbIjE4NTU5ODk3IiwiMTg2OTcyMTEiLCI1MjI1NSIsIjUxMzQ4IiwxODM3MTI3MiwiMTg3ODIyMDkiLCIxODc4Nzg4MyIsIjE4MDg5NjgyIiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIiwiMTg2NDUyNjAiLCIxODY2NzU2NyIsIjU2NzA0IiwiMTg4NjY0NzgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"1607, Sagar Hospital Road, Near Dayanandasagar College, Kumaraswamy Layout, Bangalore",Tasty Bytes,Yes,No,3.1/5,245,"+91 8553317408
+91 7899687127",Kumaraswamy Layout,Quick Bites,"Paratha, Pasta","North Indian, Chinese, Momos, Rolls",300,Delivery,Banashankari
https://www.zomato.com/bangalore/corner-house-ice-cream-banashankari?context=eyJzZSI6eyJlIjpbIjUxMzQ4IiwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwxODA4OTY4MiwiMTg1MjE5MTIiLCI1NjA5OCIsIjE4MDg5NjkzIiwiMTg2NDUyNjAiLCIxODY2NzU2NyIsIjU2NzA0IiwiMTg4NjY0NzgiLCIxODc0MzAyOSIsIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,"808/6-1, 24th A Cross, K.R Road, 2nd Stage, Banashankari, Bangalore",Corner House Ice Cream,No,No,4.3/5,345,"080 26713965
+91 9845444155",Banashankari,Dessert Parlor,"Hot Chocolate Fudge, Vanilla Ice Cream, Fudge Cake, Chocolate Mousse","Ice Cream, Desserts",400,Delivery,Banashankari
https://www.zomato.com/bangalore/biryanis-and-more-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4MzcxMjcyIiwiMTg3ODIyMDkiLCIxODc4Nzg4MyIsIjE4MDg5NjgyIiwxODUyMTkxMiwiNTYwOTgiLCIxODA4OTY5MyIsIjE4NjQ1MjYwIiwiMTg2Njc1NjciLCI1NjcwNCIsIjE4ODY2NDc4IiwiMTg3NDMwMjkiLCIxODcyNjE3NCIsIjE4NzI3OTQxIiwiNTAwMDEiLCI1NjQ1NiIsIjUxNzMzIiwiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,"178, Next To Old KEB Office, 8th F Main Road, 24b Cross, 3rd Block, Jayanagar, Bangalore",Biryanis And More,Yes,No,4.0/5,618,"080 48542442
+91 7337271771",Jayanagar,Casual Dining,"Prawn Biryani, Dragon Chicken, Chicken Boneless Biryani, Afghani Biryani, Mughlai Biryani, Paneer Tikka Biryani, Gongura Biryani","Biryani, North Indian, Chinese, Andhra, South Indian",750,Delivery,Banashankari
https://www.zomato.com/bangalore/roving-feast-banashankari?context=eyJzZSI6eyJlIjpbIjE4NzgyMjA5IiwiMTg3ODc4ODMiLCIxODA4OTY4MiIsIjE4NTIxOTEyIiw1NjA5OCwiMTgwODk2OTMiLCIxODY0NTI2MCIsIjE4NjY3NTY3IiwiNTY3MDQiLCIxODg2NjQ3OCIsIjE4NzQzMDI5IiwiMTg3MjYxNzQiLCIxODcyNzk0MSIsIjUwMDAxIiwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Roving Feast,No,No,4.0/5,1047,"080 42024092
080 42274242",Banashankari,Quick Bites,"Pasta, Momos, Rolls, Chicken Roll, Chilli Chicken, Paneer Roll, Spaghetti","Italian, Continental, Fast Food, Chinese, Momos",450,Delivery,Banashankari
https://www.zomato.com/bangalore/freshmenu-banashankari?context=eyJzZSI6eyJlIjpbIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwxODA4OTY5MywiMTg2NDUyNjAiLCIxODY2NzU2NyIsIjU2NzA0IiwiMTg4NjY0NzgiLCIxODc0MzAyOSIsIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,"10, Stavyah Arcade, 3rd Floor 9th Main, Yarab Nagar Main Road, Banashankari, Bangalore",FreshMenu,Yes,No,3.9/5,627,080 40424242,Banashankari,Delivery,"Salads, Sandwiches, Salad, Thai Rice, Pasta, Noodles, Pizza","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery,Banashankari
https://www.zomato.com/bangalore/wamama-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTIxOTEyIiwiNTYwOTgiLCIxODA4OTY5MyIsIjE4NjQ1MjYwIiwxODY2NzU2NywiNTY3MDQiLCIxODg2NjQ3OCIsIjE4NzQzMDI5IiwiMTg3MjYxNzQiLCIxODcyNzk0MSIsIjUwMDAxIiwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore",Wamama,Yes,Yes,4.2/5,354,"+91 8042111599
+91 8971818009",Banashankari,Casual Dining,"Sushi, Noodles, Wine, Khau Suey, Mocktails, Yakisoba, Spring Roll","Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,Delivery,Banashankari
https://www.zomato.com/bangalore/peppy-peppers-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjQ1MjYwIiwiMTg2Njc1NjciLCI1NjcwNCIsIjE4ODY2NDc4IiwxODc0MzAyOSwiMTg3MjYxNzQiLCIxODcyNzk0MSIsIjUwMDAxIiwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"942, 3rd Floor, 21st Main Road, 2nd Stage, Banashankari, Bangalore",Peppy Peppers,No,No,4.2/5,244,"+91 8042297555
+91 7022455300",Banashankari,Casual Dining,"Pasta, Pepper Pizza, Paneer Pizza, Peppy Paneer, Nachos, Supreme Pizza, Manchow Soup","Italian, North Indian, Mexican",800,Delivery,Banashankari
https://www.zomato.com/bangalore/goa-0-km-kumaraswamy-layout-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjY3NTY3IiwiNTY3MDQiLCIxODg2NjQ3OCIsIjE4NzQzMDI5IiwxODcyNjE3NCwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2IiwiNTE3MzMiLCIxODc0NTg4NSIsIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIiwiNjA1ODUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"1828, 50 Feet Road, 2nd Stage, Kumaraswamy Layout, Bangalore",Goa 0 Km,Yes,Yes,3.6/5,163,080 49653548,Kumaraswamy Layout,Casual Dining,"Sea Food, Crab Meat, Crab Soup, Fish Curry, Chicken Cafreal, Butter Naan, Butter Chicken","Goan, Seafood, North Indian, Chinese, Biryani",800,Delivery,Banashankari
https://www.zomato.com/bangalore/1947-banashankari?context=eyJzZSI6eyJlIjpbIjE4ODY2NDc4IiwiMTg3NDMwMjkiLCIxODcyNjE3NCIsIjE4NzI3OTQxIiw1MDAwMSwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1IiwiNTk1MjEiLCIxODU4NjIzOCIsIjE4ODIxNzY1IiwiMTg4Nzg5ODIiLCI2MDU4NSIsIjE4OTAyNjM4IiwiMTgzMDYyMDgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"296, Ram Towers, 100 Feet Ring Road, Banashankari, Bangalore",1947,No,Yes,4.0/5,808,"080 26791213
+91 9739989446",Banashankari,Casual Dining,"Salads, Panneer Butter Masala, Rabri, Gajar Ka Halwa, Manchow Soup, Aam Panna, Tomato Basil Soup","North Indian, Chinese",850,Delivery,Banashankari
https://www.zomato.com/bangalore/kabab-magic-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NzI2MTc0IiwiMTg3Mjc5NDEiLCI1MDAwMSIsIjU2NDU2Iiw1MTczMywiMTg3NDU4ODUiLCI1OTUyMSIsIjE4NTg2MjM4IiwiMTg4MjE3NjUiLCIxODg3ODk4MiIsIjYwNTg1IiwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"31, Opposite Vijaya College, RV Road, Basavanagudi, Bangalore",Kabab Magic,Yes,No,4.1/5,1720,080 26570381,Basavanagudi,Quick Bites,"Grape Juice, Chicken Grill, Chicken Tikka Roll, Shawarma Roll, Chicken Shawarama, Biryani Combo, Rolls","North Indian, Kebab, Chinese, Fast Food",400,Delivery,Banashankari
https://www.zomato.com/gustoesbeerhouse?context=eyJzZSI6eyJlIjpbIjUwMDAxIiwiNTY0NTYiLCI1MTczMyIsIjE4NzQ1ODg1Iiw1OTUyMSwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIiwiNjA1ODUiLCIxODkwMjYzOCIsIjE4MzA2MjA4IiwiNTQ3ODciLCIxODkxODUwNCIsIjUyOTkzIiwiMTg2MzU1NzUiLCIxODMzMzE1MCIsIjYwODYyIiwiMTg2NDI3NTIiLCIxODU3Njc1MiIsIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,"10, 30th Main, Deve Gowda Petrol Bunk Road, 3rd Stage, Banashankari, Bangalore",Gustoes Beer House,No,No,4.1/5,868,080 49653521,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200",Delivery,Banashankari
https://www.zomato.com/bangalore/the-biryani-cafe-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjU5NTIxIiwiMTg1ODYyMzgiLCIxODgyMTc2NSIsIjE4ODc4OTgyIiw2MDU4NSwiMTg5MDI2MzgiLCIxODMwNjIwOCIsIjU0Nzg3IiwiMTg5MTg1MDQiLCI1Mjk5MyIsIjE4NjM1NTc1IiwiMTgzMzMxNTAiLCI2MDg2MiIsIjE4NjQyNzUyIiwiMTg1NzY3NTIiLCI2MTAzMSIsIjU4NjM5IiwiMTg3MjQ4MjciLCI2MDg4NSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,"476, 2nd Floor, 9th Cross, Avalahalli BDA Park, BSK 3rd Stage, Banashankari, Bangalore",The Biryani Cafe,No,No,4.1/5,520,+91 7010846043,Banashankari,Quick Bites,"Vegetable Biryani, Ginger Chicken, Chicken Biryani, Donne Biryani, Chicken Kebab, Egg Bhurji, Dum Biryani","Biryani, Chinese, Kebab",300,Delivery,Banashankari
https://www.zomato.com/bangalore/rolls-on-wheels-banashankari?context=eyJzZSI6eyJlIjpbIjE4ODc4OTgyIiwiNjA1ODUiLCIxODkwMjYzOCIsIjE4MzA2MjA4Iiw1NDc4NywiMTg5MTg1MDQiLCI1Mjk5MyIsIjE4NjM1NTc1IiwiMTgzMzMxNTAiLCI2MDg2MiIsIjE4NjQyNzUyIiwiMTg1NzY3NTIiLCI2MTAzMSIsIjU4NjM5IiwiMTg3MjQ4MjciLCI2MDg4NSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,"Shop 33 & 30, 21st Main, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Rolls On Wheels,No,No,3.6/5,299,"+91 9071734101
+91 9071496800",Banashankari,Quick Bites,"Rolls, Momos, Fries, Veggie Roll, Chicken Kebab Roll, Paneer Roll, Cheese Roll","Fast Food, Rolls, Momos",300,Delivery,Banashankari
https://www.zomato.com/bangalore/sri-guru-kottureshwara-davangere-benne-dosa-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4OTAyNjM4IiwiMTgzMDYyMDgiLCI1NDc4NyIsIjE4OTE4NTA0Iiw1Mjk5MywiMTg2MzU1NzUiLCIxODMzMzE1MCIsIjYwODYyIiwiMTg2NDI3NTIiLCIxODU3Njc1MiIsIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1IiwiNTEyMzIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"49/1, Subbaraoshetty Road, Netkallappa Circle, Basavanagudi, Bangalore",Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,4.1/5,558,"+91 9448305384
+91 9060079480",Basavanagudi,Quick Bites,"Benne Dosa, Mirchi Bajji, Filter Coffee, Poha, Tea, Butter Dosa, Crispy Dosa",South Indian,150,Delivery,Banashankari
https://www.zomato.com/bangalore/upahar-sagar-banashankari?context=eyJzZSI6eyJlIjpbIjE4OTE4NTA0IiwiNTI5OTMiLCIxODYzNTU3NSIsIjE4MzMzMTUwIiw2MDg2MiwiMTg2NDI3NTIiLCIxODU3Njc1MiIsIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1IiwiNTEyMzIiLCI1NzMzOSIsIjE4NzEwMDIxIiwiMTg2ODAwODAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"727, 23rd Cross, KR Road, 2nd Stage, Banashankari, Bangalore",Upahar Sagar,No,No,3.8/5,39,"+91 9164571705
080 26760336",Banashankari,Quick Bites,Masala Dosa,"South Indian, Chinese, North Indian",350,Delivery,Banashankari
https://www.zomato.com/bangalore/frozen-bottle-banashankari?context=eyJzZSI6eyJlIjpbIjE4NjM1NTc1IiwiMTgzMzMxNTAiLCI2MDg2MiIsIjE4NjQyNzUyIiwxODU3Njc1MiwiNjEwMzEiLCI1ODYzOSIsIjE4NzI0ODI3IiwiNjA4ODUiLCI1MTIzMiIsIjU3MzM5IiwiMTg3MTAwMjEiLCIxODY4MDA4MCIsIjE4NDQ4MzM2IiwiMTg2NDcyMTgiLCIxODYzNDkyMCIsIjE4NjExNTI1IiwiNTE0MjQiLCI1NTk0MiIsIjU4MDQzIiwiNTI4OTQiLCIxODU5ODE0OCIsIjE4MjYzMzg1IiwiMTgyMjE1NDIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"2477, 24th Cross Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",Frozen Bottle,Yes,No,4.2/5,146,080 48664811,Banashankari,Beverage Shop,"Berryblast, Waffles, Cheesecake, Salted Caramel","Beverages, Desserts, Ice Cream",400,Delivery,Banashankari
https://www.zomato.com/bangalore/meghana-foods-jayanagar?context=eyJzZSI6eyJlIjpbIjYxMDMxIiwiNTg2MzkiLCIxODcyNDgyNyIsIjYwODg1Iiw1MTIzMiwiNTczMzkiLCIxODcxMDAyMSIsIjE4NjgwMDgwIiwiMTg0NDgzMzYiLCIxODY0NzIxOCIsIjE4NjM0OTIwIiwiMTg2MTE1MjUiLCI1MTQyNCIsIjU1OTQyIiwiNTgwNDMiLCI1Mjg5NCIsIjE4NTk4MTQ4IiwiMTgyNjMzODUiLCIxODIyMTU0MiJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",Meghana Foods,Yes,No,4.4/5,4401,080 49653564,Jayanagar,Casual Dining,"Chicken Boneless Biryani, Hyderabadi Biryani, Paneer Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Kebab, Raita","Biryani, North Indian, Chinese",600,Delivery,Banashankari
https://www.zomato.com/bangalore/nandhini-deluxe-banashankari?context=eyJzZSI6eyJlIjpbIjE4NDQ4MzM2IiwiMTg2NDcyMTgiLCIxODYzNDkyMCIsIjE4NjExNTI1Iiw1MTQyNCwiNTU5NDIiLCI1ODA0MyIsIjUyODk0IiwiMTg1OTgxNDgiLCIxODI2MzM4NSIsIjE4MjIxNTQyIiwiNTA2NDEiLCI2MTUxOSIsIjE4NTMxNDgyIiwiMTg1OTM1MTkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"304, Opposite Apollo Public School, 100 Feet Ring Road, 4th Phase, 7th Block, Banashankari 3rd Stage, Bangalore,",Nandhini Deluxe,No,No,2.6/5,283,"080 26890011
080 26890033",Banashankari,Casual Dining,"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian",North Indian,600,Delivery,Banashankari
https://www.zomato.com/bangalore/vi-ras-bar-and-restaurant-banashankari?context=eyJzZSI6eyJlIjpbIjE4NjQ3MjE4IiwiMTg2MzQ5MjAiLCIxODYxMTUyNSIsIjUxNDI0Iiw1NTk0MiwiNTgwNDMiLCI1Mjg5NCIsIjE4NTk4MTQ4IiwiMTgyNjMzODUiLCIxODIyMTU0MiIsIjUwNjQxIiwiNjE1MTkiLCIxODUzMTQ4MiIsIjE4NTkzNTE5IiwiNjA1NzkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"3828, Near Deve Gowda Petrol Bunk, 30th Cross, 3rd Stage, Banashankari, Bangalore",Vi Ra's Bar and Restaurant,No,No,3.3/5,62,"+91 9845063930
+91 7411148111",Banashankari,Bar,Chilli Chicken,"South Indian, North Indian, Chinese",800,Delivery,Banashankari
https://www.zomato.com/bangalore/chatar-patar-banashankari?context=eyJzZSI6eyJlIjpbIjUxNDI0IiwiNTU5NDIiLCI1ODA0MyIsIjUyODk0IiwxODU5ODE0OCwiMTgyNjMzODUiLCIxODIyMTU0MiIsIjUwNjQxIiwiNjE1MTkiLCIxODUzMTQ4MiIsIjE4NTkzNTE5IiwiNjA1NzkiLCIxODc2Mjk0OSIsIjE4ODY4Nzg2IiwiMTg0NjAwMzQiLCIxODM3ODc4NiIsIjE4OTAwNjc3IiwiNTgwMzIiLCIxODU2OTIwMCIsIjYxMTM4IiwiMTgwMjIyNTciLCIxODM5Njc1MCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,"24/1, 23rd Cross, 6th Main Road, Opposite Kaveri Grameena Bank, 2nd Stage, Banashankari, Bangalore",Chatar Patar,No,No,3.7/5,65,+91 7619353103,Banashankari,Quick Bites,"Panipuri, Chaat, Noodles, Dahi Bhalle","Fast Food, Street Food",300,Delivery,Banashankari
https://www.zomato.com/bangalore/polar-bear-1-basavanagudi?context=eyJzZSI6eyJlIjpbIjU1OTQyIiwiNTgwNDMiLCI1Mjg5NCIsIjE4NTk4MTQ4IiwxODI2MzM4NSwiMTgyMjE1NDIiLCI1MDY0MSIsIjYxNTE5IiwiMTg1MzE0ODIiLCIxODU5MzUxOSIsIjYwNTc5IiwiMTg3NjI5NDkiLCIxODg2ODc4NiIsIjE4NDYwMDM0IiwiMTgzNzg3ODYiLCIxODkwMDY3NyIsIjU4MDMyIiwiMTg1NjkyMDAiLCI2MTEzOCIsIjE4MDIyMjU3IiwiMTgzOTY3NTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,"96, Opposite Jain Collage, Basavanagudi, Bangalore",Polar Bear,Yes,No,3.8/5,71,080 49652725,Basavanagudi,Dessert Parlor,Hot Chocolate Fudge,"Ice Cream, Desserts, Beverages, Sandwich",400,Delivery,Banashankari
https://www.zomato.com/bangalore/kidambis-kitchen-banashankari?context=eyJzZSI6eyJlIjpbIjU4MDQzIiwiNTI4OTQiLCIxODU5ODE0OCIsIjE4MjYzMzg1IiwxODIyMTU0MiwiNTA2NDEiLCI2MTUxOSIsIjE4NTMxNDgyIiwiMTg1OTM1MTkiLCI2MDU3OSIsIjE4NzYyOTQ5IiwiMTg4Njg3ODYiLCIxODQ2MDAzNCIsIjE4Mzc4Nzg2IiwiMTg5MDA2NzciLCI1ODAzMiIsIjE4NTY5MjAwIiwiNjExMzgiLCIxODAyMjI1NyIsIjE4Mzk2NzUwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,"2465, 3rd Floor, Opposite BDA Complex, 24th Cross, Banashankari, Bangalore",Kidambi's Kitchen,No,No,3.5/5,52,"080 42112211
+91 9880412211",Banashankari,Quick Bites,Rooftop Ambience,South Indian,300,Delivery,Banashankari
