url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
https://www.zomato.com/bangalore/abs-absolute-barbecues-sarjapur-road-bangalore?context=eyJzZSI6eyJlIjpbIjU4MDk4IiwiMTgzODc0MjYiLCI1MzE0NCIsIjE4Mzk2NzgyIiwxODc2MjU3MSwiMTg2ODQ4MzAiLCIxODUyOTU1OSIsIjE4NjIyNDEwIiwiNTY4NzYiLCIxODM1OTg3OCIsIjU1ODQ2IiwiNTI0ODQiLCI1NDE1NyIsIjUyNjAzIiwiNTcxNDgiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciBzZXJ2aW5nIEJ1ZmZldCJ9fQ==,"1st Floor, GRS Towers, Above Spencers Hyper Market, Sarjapur Main Road, Sarjapur Road, Bangalore",AB's - Absolute Barbecues,No,Yes,4.7/5,881,040 45659915,Sarjapur Road,Casual Dining,"Fish, Salad, Paan Ice Cream, Mocktails, Chicken Curry, Phirni, Panneer Butter Masala","European, Mediterranean, North Indian, BBQ","1,600",Buffet,Bellandur
https://www.zomato.com/bangalore/the-hidden-home-sarjapur-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4Mzg3NDI2IiwiNTMxNDQiLCIxODM5Njc4MiIsIjE4NzYyNTcxIiwxODY4NDgzMCwiMTg1Mjk1NTkiLCIxODYyMjQxMCIsIjU2ODc2IiwiMTgzNTk4NzgiLCI1NTg0NiIsIjUyNDg0IiwiNTQxNTciLCI1MjYwMyIsIjU3MTQ4Il0sInQiOiJSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIgc2VydmluZyBCdWZmZXQifX0=,"82/4B, Next To Wipro Corporate Office, Sarjapur Road, Bangalore",The Hidden Home,Yes,Yes,4.3/5,994,080 49653432,Sarjapur Road,Casual Dining,"Brownie Chocolate, Manchow Soup, Jalebi, Rabri, Mocktails, Beer, Tandoori Chicken","Asian, Chinese, Continental, North Indian, South Indian","1,300",Buffet,Bellandur
https://www.zomato.com/bangalore/barbecoa-marathahalli?context=eyJzZSI6eyJlIjpbIjUzMTQ0IiwiMTgzOTY3ODIiLCIxODc2MjU3MSIsIjE4Njg0ODMwIiwxODUyOTU1OSwiMTg2MjI0MTAiLCI1Njg3NiIsIjE4MzU5ODc4IiwiNTU4NDYiLCI1MjQ4NCIsIjU0MTU3IiwiNTI2MDMiLCI1NzE0OCJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIHNlcnZpbmcgQnVmZmV0In19,"20/5, 1st Floor, Panathur Junction, Outer Ring Road, Marathahalli, Bangalore",Barbecoa,No,No,4.3/5,1303,"+91 9902287520
+91 7022455300",Marathahalli,Casual Dining,"Chicken Dum Biryani, Egg Curry, Honey Cake, Gajar Halwa, Carrot Halwa, Hakka Noodles, Rabri","North Indian, Continental, Chettinad, Andhra, Bengali","1,000",Buffet,Bellandur
https://www.zomato.com/bangalore/opus-food-stories-sarjapur-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4Mzk2NzgyIiwiMTg3NjI1NzEiLCIxODY4NDgzMCIsIjE4NTI5NTU5IiwxODYyMjQxMCwiNTY4NzYiLCIxODM1OTg3OCIsIjU1ODQ2IiwiNTI0ODQiLCI1NDE1NyIsIjUyNjAzIiwiNTcxNDgiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciBzZXJ2aW5nIEJ1ZmZldCJ9fQ==,"26, Varthur Hobli, Near HP Petrol Bunk, Harlur Road, Sarjapur Road, Bangalore",Opus Food Stories,No,Yes,4.7/5,163,"+91 7349734900
00 08046444777",Sarjapur Road,"Bar, Casual Dining","Cocktails, Sunday Brunch, Rasmalai, Lunch Buffet, Ravioli, Biryani, Sunday Brunches","Goan, Asian, North Indian, European, Continental","1,500",Buffet,Bellandur
https://www.zomato.com/bangalore/village-the-soul-of-india-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE4NzYyNTcxIiwiMTg2ODQ4MzAiLCIxODUyOTU1OSIsIjE4NjIyNDEwIiw1Njg3NiwiMTgzNTk4NzgiLCI1NTg0NiIsIjUyNDg0IiwiNTQxNTciLCI1MjYwMyIsIjU3MTQ4Il0sInQiOiJSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIgc2VydmluZyBCdWZmZXQifX0=,"1st Floor, Total Mall, Sarjapur Road, Bangalore",Village - The Soul of India,No,No,3.9/5,1225,"080 41678382
+91 9741238282",Sarjapur Road,Casual Dining,"Mutton Curry, Fish, Chaat, Naan, Jalebi, Chicken Biryani, Lunch Buffet","North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Bengali","1,100",Buffet,Bellandur
https://www.zomato.com/bangalore/little-italy-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE4Njg0ODMwIiwiMTg1Mjk1NTkiLCIxODYyMjQxMCIsIjU2ODc2IiwxODM1OTg3OCwiNTU4NDYiLCI1MjQ4NCIsIjU0MTU3IiwiNTI2MDMiLCI1NzE0OCJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIHNlcnZpbmcgQnVmZmV0In19,"12/3/2, Ambalipura Village, Sarjapur Road, Bangalore",Little Italy,Yes,Yes,4.3/5,715,"+91 9538695000
080 48539052",Sarjapur Road,Casual Dining,"Pasta, Pizza, Enchiladas, Mushroom Soup, Salads, Mocktails, Salad","Italian, Pizza","1,500",Buffet,Bellandur
https://www.zomato.com/bangalore/xtreme-sports-bar-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE4NTI5NTU5IiwiMTg2MjI0MTAiLCI1Njg3NiIsIjE4MzU5ODc4Iiw1NTg0NiwiNTI0ODQiLCI1NDE1NyIsIjUyNjAzIiwiNTcxNDgiXSwidCI6IlJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciBzZXJ2aW5nIEJ1ZmZldCJ9fQ==,"75, Play Arena, Central Jail Road, Kasavanahalli, Sarjapur Road, Bangalore",Xtreme Sports Bar,Yes,Yes,4.0/5,942,080 49653459,Sarjapur Road,Pub,"Lunch Buffet, Boti Kebab, Beer, Potato Wedges, Gulab Jamun, Pizza, Club Sandwich","Continental, Chinese, North Indian","1,300",Buffet,Bellandur
https://www.zomato.com/bangalore/rroyal-rajasthan-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE4NjIyNDEwIiwiNTY4NzYiLCIxODM1OTg3OCIsIjU1ODQ2Iiw1MjQ4NCwiNTQxNTciLCI1MjYwMyIsIjU3MTQ4Il0sInQiOiJSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIgc2VydmluZyBCdWZmZXQifX0=,"71/1G1, 3rd Floor, Bhoomi Plaza, Above Bata Showroom, Sarjapur Road, Bangalore",RRoyal Rajasthan,Yes,No,4.3/5,754,"+91 9740517888
+91 9880024649",Sarjapur Road,Casual Dining,"Dal Bati, Gatte Ki Subzi, Churma, Rasmalai, Dahi Vada, Khichda, Chaach","Rajasthani, North Indian",500,Buffet,Bellandur
https://www.zomato.com/bangalore/flavours-octave-hotel-spa-sarjapur-road?context=eyJzZSI6eyJlIjpbIjU2ODc2IiwiMTgzNTk4NzgiLCI1NTg0NiIsIjUyNDg0Iiw1NDE1NywiNTI2MDMiLCI1NzE0OCJdLCJ0IjoiUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIHNlcnZpbmcgQnVmZmV0In19,"Octave Hotel & Spa, 14, Kailkondanahalli Village, Next to Total Mall, Sarjapur Road, Bangalore",Flavours - Octave Hotel & Spa,No,No,3.0/5,197,"+91 9686601254
080 39902400",Sarjapur Road,Casual Dining,"Pasta, Vegetable Biryani, Chole, Chicken Kebab, Lunch Buffet, Chicken Biryani, Chicken Curry","North Indian, Chinese",700,Buffet,Bellandur
https://www.zomato.com/bangalore/equinox-bar-doubletree-suites-by-hilton-sarjapur-road?context=eyJzZSI6eyJlIjpbIjU1ODQ2IiwiNTI0ODQiLCI1NDE1NyIsIjUyNjAzIiw1NzE0OF0sInQiOiJSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIgc2VydmluZyBCdWZmZXQifX0=,"DoubleTree Suites by Hilton, Iblur Gate, Outer Ring Road, Sarjapur Road, Bangalore",Equinox Bar - DoubleTree Suites By Hilton,No,Yes,3.9/5,52,"+91 8861301373
+91 8861306613",Sarjapur Road,Lounge,Cocktails,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food","1,900",Buffet,Bellandur
https://www.zomato.com/bangalore/the-salad-studio-1-bellandur?context=eyJzZSI6eyJlIjpbIjE4Nzk1NjAzIiwxODY1NjY1MCwiMTg5NjE4ODYiLCIxODYyNTQzNSIsIjUzNTA1IiwiMTg0OTM3NTgiLCIxODUzOTExMCIsIjE4NjAwODk3IiwiMTg2Njc4NjEiLCI1NDgzOCIsIjE4NjIxODMxIiwiMTg3ODc3MDEiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJlbGxhbmR1ciJ9fQ==,"Mint Plaza, Palm Avenue, Green Glen Layout, Bellandur, Bangalore",The Salad Studio,Yes,No,4.0/5,107,080 45128772,Bellandur,Cafe,"Salads, Salad, Sandwiches, Chicken Grill","Cafe, Healthy Food, Salad",400,Cafes,Bellandur
https://www.zomato.com/bangalore/chef-bakers-bellandur?context=eyJzZSI6eyJlIjpbIjE4Nzk1NjAzIiwiMTg2NTY2NTAiLCIxODk2MTg4NiIsIjE4NjI1NDM1Iiw1MzUwNSwiMTg0OTM3NTgiLCIxODUzOTExMCIsIjE4NjAwODk3IiwiMTg2Njc4NjEiLCI1NDgzOCIsIjE4NjIxODMxIiwiMTg3ODc3MDEiLCIxODYxMzg4NSIsIjE4MzcxMjk4IiwiMTg3MTk4NDUiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJlbGxhbmR1ciJ9fQ==,"74/2, Outer Ring Road, Bellandur Junction, Bellandur, Bangalore",Chef Baker's,Yes,No,3.6/5,136,"+91 7406066617
00 888040444",Bellandur,"Bakery, Quick Bites","Pasta, Apple Pie, Sandwich, Chocolate Cake, Burgers, Hot Chocolate, Donut","Bakery, Fast Food, Pizza, Burger, Cafe",600,Cafes,Bellandur
https://www.zomato.com/bangalore/cafe-coffee-day-bellandur?context=eyJzZSI6eyJlIjpbIjE4NDkzNzU4IiwiMTg1MzkxMTAiLCIxODYwMDg5NyIsIjE4NjY3ODYxIiw1NDgzOCwiMTg2MjE4MzEiLCIxODc4NzcwMSIsIjE4NjEzODg1IiwiMTgzNzEyOTgiLCIxODcxOTg0NSIsIjUyOTYwIiwiMTc5NDYxMzEiLCIxODQxNzU1NSIsIjE4OTYyMjM3IiwiMTg2MTg3MzMiLCIxODUxODE3MCIsIjE4NjU0MTE4IiwiMTg0MzAzOTAiLCIxODgxMTAzMiIsIjE4NzI1NjY5Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCZWxsYW5kdXIifX0=,"Salarpuria Softzone, Outer Ring Road",Cafe Coffee Day,Yes,No,3.1/5,48,080 32528016,Bellandur,Cafe,Hot Coffee,"Cafe, Fast Food",900,Cafes,Bellandur
https://www.zomato.com/bangalore/delitz-creamvilla-cafe-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjAwODk3IiwiMTg2Njc4NjEiLCI1NDgzOCIsIjE4NjIxODMxIiwxODc4NzcwMSwiMTg2MTM4ODUiLCIxODM3MTI5OCIsIjE4NzE5ODQ1IiwiNTI5NjAiLCIxNzk0NjEzMSIsIjE4NDE3NTU1IiwiMTg5NjIyMzciLCIxODYxODczMyIsIjE4NTE4MTcwIiwiMTg2NTQxMTgiLCIxODQzMDM5MCIsIjE4ODExMDMyIiwiMTg3MjU2NjkiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJlbGxhbmR1ciJ9fQ==,"19, First Floor, Bellandur Bus Stop, Outer Ring Road, Opposite Central Mall, Bellandur, Bangalore",Delitz Creamvilla Cafe,Yes,No,4.0/5,74,080 49652667,Bellandur,"Cafe, Dessert Parlor","Waffles, Coffee, Nachos, Rolls, Sandwiches","Cafe, Desserts, Ice Cream",600,Cafes,Bellandur
https://www.zomato.com/bangalore/the-brewing-bean-bellandur?context=eyJzZSI6eyJlIjpbIjE4NjY3ODYxIiwiNTQ4MzgiLCIxODYyMTgzMSIsIjE4Nzg3NzAxIiwxODYxMzg4NSwiMTgzNzEyOTgiLCIxODcxOTg0NSIsIjUyOTYwIiwiMTc5NDYxMzEiLCIxODQxNzU1NSIsIjE4OTYyMjM3IiwiMTg2MTg3MzMiLCIxODUxODE3MCIsIjE4NjU0MTE4IiwiMTg0MzAzOTAiLCIxODgxMTAzMiIsIjE4NzI1NjY5Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCZWxsYW5kdXIifX0=,"Pritech park, Lower Ground Floor, Food Court, RMZ Ecospace, Bellandur, Bangalore",The Brewing Bean,No,No,3.7/5,47,"+91 9886646411
+91 9611163333",Bellandur,Cafe,"Coffee, Pasta, Fish",Cafe,500,Cafes,Bellandur
https://www.zomato.com/bangalore/cafe-olive-bellandur?context=eyJzZSI6eyJlIjpbIjE4NjEzODg1IiwiMTgzNzEyOTgiLCIxODcxOTg0NSIsIjUyOTYwIiwxNzk0NjEzMSwiMTg0MTc1NTUiLCIxODk2MjIzNyIsIjE4NjE4NzMzIiwiMTg1MTgxNzAiLCIxODY1NDExOCIsIjE4NDMwMzkwIiwiMTg4MTEwMzIiLCIxODcyNTY2OSIsIjE4NjAyMzAzIiwiMTg4ODk0OTAiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJlbGxhbmR1ciJ9fQ==,"Next to New Horizon Gurukul School, Behind Cessna Business Park, Bellandur, Bangalore",Cafe Olive,No,No,3.8/5,114,+91 9008989126,Bellandur,Cafe,"Pasta, Pizza, Burgers, Sandwiches, Greek Salad, Sandwich, French Fries","Cafe, European, Beverages, Italian",550,Cafes,Bellandur
https://www.zomato.com/bangalore/cafe-thulp-bellandur?context=eyJzZSI6eyJlIjpbIjE4MzcxMjk4IiwiMTg3MTk4NDUiLCI1Mjk2MCIsIjE3OTQ2MTMxIiwxODQxNzU1NSwiMTg5NjIyMzciLCIxODYxODczMyIsIjE4NTE4MTcwIiwiMTg2NTQxMTgiLCIxODQzMDM5MCIsIjE4ODExMDMyIiwiMTg3MjU2NjkiLCIxODYwMjMwMyIsIjE4ODg5NDkwIl0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCZWxsYW5kdXIifX0=,"35, 1st Cross, Outer Ring Road, Bellandur, Bangalore",Cafe Thulp,Yes,Yes,4.0/5,341,080 41129702,Bellandur,Cafe,"Burgers, Fries, Beef Burger, Pasta, Salad, Mudpie, Falafel Burger","Cafe, Burger, Italian, Salad","1,000",Cafes,Bellandur
https://www.zomato.com/bangalore/stoner-sarjapur-road?context=eyJzZSI6eyJlIjpbIjUyOTYwIiwiMTc5NDYxMzEiLCIxODQxNzU1NSIsIjE4OTYyMjM3IiwxODYxODczMywiMTg1MTgxNzAiLCIxODY1NDExOCIsIjE4NDMwMzkwIiwiMTg4MTEwMzIiLCIxODcyNTY2OSIsIjE4NjAyMzAzIiwiMTg4ODk0OTAiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJlbGxhbmR1ciJ9fQ==,"17, Adjacent To Kaikondrahalli Lake, Sarjapur Road, Bangalore",Stoner,Yes,No,4.3/5,556,"080 42241123
+91 9849012123",Sarjapur Road,"Dessert Parlor, Cafe","Burgers, Cheesy Chicken Burger, Chicken Chilli Pizza, Monster Burger, Peri Peri Chicken Burger, Butter Chicken Pizza, Mojito","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Cafes,Bellandur
https://www.zomato.com/bangalore/zoeys-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE3OTQ2MTMxIiwiMTg0MTc1NTUiLCIxODk2MjIzNyIsIjE4NjE4NzMzIiwxODUxODE3MCwiMTg2NTQxMTgiLCIxODQzMDM5MCIsIjE4ODExMDMyIiwiMTg3MjU2NjkiLCIxODYwMjMwMyIsIjE4ODg5NDkwIl0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCZWxsYW5kdXIifX0=,"Ground Floor, Sri Renuka Complex, Opposite Fire Station, Kaikondrahalli, Sarjapur Road, Bangalore",Zoey's,Yes,No,4.3/5,894,+91 9739646233,Sarjapur Road,Cafe,"Waffles, Sandwiches, Burgers, Pasta Primavera, Veg Burger, Omelette, Chicken Sausages","Cafe, Italian, Continental, Burger",600,Cafes,Bellandur
https://www.zomato.com/bangalore/eating-love-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE4NDE3NTU1IiwiMTg5NjIyMzciLCIxODYxODczMyIsIjE4NTE4MTcwIiwxODY1NDExOCwiMTg0MzAzOTAiLCIxODgxMTAzMiIsIjE4NzI1NjY5IiwiMTg2MDIzMDMiLCIxODg4OTQ5MCJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmVsbGFuZHVyIn19,"1630/1504/05, Ground Floor, Kasavanhalli Hobli, Behind Bata Show Room, Off Sarjapur Road, Bangalore",Eating Love,Yes,No,4.3/5,149,+91 9739587654,Sarjapur Road,Cafe,"Pizza, White Sauce Pasta","Cafe, Italian, Pizza",800,Cafes,Bellandur
https://www.zomato.com/bangalore/light-house-cafe-marathahalli?context=eyJzZSI6eyJlIjpbIjE4OTYyMjM3IiwiMTg2MTg3MzMiLCIxODUxODE3MCIsIjE4NjU0MTE4IiwxODQzMDM5MCwiMTg4MTEwMzIiLCIxODcyNTY2OSIsIjE4NjAyMzAzIiwiMTg4ODk0OTAiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJlbGxhbmR1ciJ9fQ==,"10/3, Devarabeesanahali, Outer Ring Road, Opposite Embassy Tech Park, Marathahalli, Bangalore",Light House Cafe,Yes,No,3.7/5,94,"+91 9741033890
+91 9743686830",Marathahalli,Cafe,Chicken Sandwich,"Cafe, Beverages, Continental, North Indian, Chinese",700,Cafes,Bellandur
https://www.zomato.com/bangalore/sher-e-punjab-marathahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTkzNTA2IiwxODcwMTIyMiwiMTg1NDE2MjgiLCIxODU5MTM2MiIsIjE4NjM2MjQyIiwiMTg0NTU1ODEiLCI1ODE5NSIsIjE4NDgxMTc2IiwiMTg2Mzc5NjgiLCIxODU3MzAzMyIsIjE4NDk5MTA4IiwiMTg2NjYzMDkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==,"Shop 37, 3rd Cross, Outer Ring Road, Kadubisnahalli, Marathahalli, Bangalore",Sher-E-Punjab,Yes,No,3.4/5,414,"+91 7022009250
+91 9916599520",Marathahalli,Quick Bites,"Jeera Rice, Thali, Roti","North Indian, Chinese",400,Delivery,Bellandur
https://www.zomato.com/bangalore/blue-berry-restaurant-bellandur?context=eyJzZSI6eyJlIjpbIjE4NTkzNTA2IiwiMTg3MDEyMjIiLDE4NTQxNjI4LCIxODU5MTM2MiIsIjE4NjM2MjQyIiwiMTg0NTU1ODEiLCI1ODE5NSIsIjE4NDgxMTc2IiwiMTg2Mzc5NjgiLCIxODU3MzAzMyIsIjE4NDk5MTA4IiwiMTg2NjYzMDkiLCIxODcyMjcyMyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,"56, Kariyammana Agrahara Road, Near Sakra Hospital, Bellandur, Bangalore",Blue Berry Restaurant,Yes,No,3.9/5,146,+91 7349777888,Bellandur,Casual Dining,"Tandoori Chicken, Coffee, Butter Chicken, Fish Curry, Biryani","North Indian, Biryani, Chinese, Beverages",650,Delivery,Bellandur
https://www.zomato.com/bangalore/udupi-ruchi-bellandur?context=eyJzZSI6eyJlIjpbIjE4NzAxMjIyIiwiMTg1NDE2MjgiLCIxODU5MTM2MiIsIjE4NjM2MjQyIiwxODQ1NTU4MSwiNTgxOTUiLCIxODQ4MTE3NiIsIjE4NjM3OTY4IiwiMTg1NzMwMzMiLCIxODQ5OTEwOCIsIjE4NjY2MzA5IiwiMTg3MjI3MjMiLCIxODcyODY0MyIsIjYwOTgyIiwiMTgyNDY1MDAiLCIxODc2NjEwNSIsIjE4Mzc1NTA1IiwiNjA4MDIiLCIxODc2MjUxMyIsIjE4ODU5NTI5IiwiMTg5MDA4ODQiLCIxODQzMDc4MyIsIjE4Njc5NTcxIiwiNTc3OTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==,"17/1, ARB Complex, Ambalipura, Bellandur, Bangalore",Udupi Ruchi,Yes,No,3.8/5,240,080 41037193,Bellandur,Quick Bites,"Tea, Biryani","South Indian, North Indian, Chinese, Street Food",200,Delivery,Bellandur
https://www.zomato.com/bangalore/rangla-punjab-bellandur?context=eyJzZSI6eyJlIjpbIjE4NTQxNjI4IiwiMTg1OTEzNjIiLCIxODYzNjI0MiIsIjE4NDU1NTgxIiw1ODE5NSwiMTg0ODExNzYiLCIxODYzNzk2OCIsIjE4NTczMDMzIiwiMTg0OTkxMDgiLCIxODY2NjMwOSIsIjE4NzIyNzIzIiwiMTg3Mjg2NDMiLCI2MDk4MiIsIjE4MjQ2NTAwIiwiMTg3NjYxMDUiLCIxODM3NTUwNSIsIjYwODAyIiwiMTg3NjI1MTMiLCIxODg1OTUyOSIsIjE4OTAwODg0IiwiMTg0MzA3ODMiLCIxODY3OTU3MSIsIjU3Nzk1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=,"33/1 - 33/2, Outer Ring Road, Next to Maruti Showroom, Bellandur, Bangalore",Rangla Punjab,Yes,No,2.9/5,313,"+91 8884868470
+91 7259138622",Bellandur,Quick Bites,"Naan, Paratha, Sweet Lassi, Egg Masala, Matar Paneer, Dal Tadka, Panneer Butter Masala","North Indian, Chinese",450,Delivery,Bellandur
https://www.zomato.com/bangalore/thiruvithamkoor-restaurant-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE4NTkxMzYyIiwiMTg2MzYyNDIiLCIxODQ1NTU4MSIsIjU4MTk1IiwxODQ4MTE3NiwiMTg2Mzc5NjgiLCIxODU3MzAzMyIsIjE4NDk5MTA4IiwiMTg2NjYzMDkiLCIxODcyMjcyMyIsIjE4NzI4NjQzIiwiNjA5ODIiLCIxODI0NjUwMCIsIjE4NzY2MTA1IiwiMTgzNzU1MDUiLCI2MDgwMiIsIjE4NzYyNTEzIiwiMTg4NTk1MjkiLCIxODkwMDg4NCIsIjE4NDMwNzgzIiwiMTg2Nzk1NzEiLCI1Nzc5NSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,"3/3, Muniyanna Building, Behind Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Thiruvithamkoor Restaurant,Yes,No,3.3/5,294,"080 48500888
+91 7899800888",Sarjapur Road,Quick Bites,"Chicken Curry, Paratha, Fish, Kerala Parotta","Kerala, Seafood, South Indian, Biryani",400,Delivery,Bellandur
https://www.zomato.com/bangalore/the-paratha-company-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjM2MjQyIiwiMTg0NTU1ODEiLCI1ODE5NSIsIjE4NDgxMTc2IiwxODYzNzk2OCwiMTg1NzMwMzMiLCIxODQ5OTEwOCIsIjE4NjY2MzA5IiwiMTg3MjI3MjMiLCIxODcyODY0MyIsIjYwOTgyIiwiMTgyNDY1MDAiLCIxODc2NjEwNSIsIjE4Mzc1NTA1IiwiNjA4MDIiLCIxODc2MjUxMyIsIjE4ODU5NTI5IiwiMTg5MDA4ODQiLCIxODQzMDc4MyIsIjE4Njc5NTcxIiwiNTc3OTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==,"1554, Ground Floor, 19th Main, Sector 1, HSR, Bangalore",The Paratha Company,Yes,No,4.3/5,166,+91 8340766542,HSR,Delivery,"Dhaniya Chutney, Rabri, Aloo Paratha, Chole, Cheese Paneer Paratha, Rice Kheer, Dal Makhani",North Indian,400,Delivery,Bellandur
https://www.zomato.com/bangalore/nu-tree-sarjapur-road?context=eyJzZSI6eyJlIjpbIjE4NDU1NTgxIiwiNTgxOTUiLCIxODQ4MTE3NiIsIjE4NjM3OTY4IiwxODU3MzAzMywiMTg0OTkxMDgiLCIxODY2NjMwOSIsIjE4NzIyNzIzIiwiMTg3Mjg2NDMiLCI2MDk4MiIsIjE4MjQ2NTAwIiwiMTg3NjYxMDUiLCIxODM3NTUwNSIsIjYwODAyIiwiMTg3NjI1MTMiLCIxODg1OTUyOSIsIjE4OTAwODg0IiwiMTg0MzA3ODMiLCIxODY3OTU3MSIsIjU3Nzk1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCZWxsYW5kdXIifX0=,"36 Aarush, Sri Balaji Layout, Ambulipura, Sarjapur Road, Bangalore",nu.tree,Yes,No,4.4/5,278,"+91 7204443000
+91 8310393035",Sarjapur Road,Delivery,"Aloo Pyaz Paratha, Kheer, Salads, Chocolate Banana, Thali, Matar Paneer, Detox Smoothie","North Indian, Healthy Food, Beverages",400,Delivery,Bellandur
https://www.zomato.com/bangalore/best-of-bengal-marathahalli?context=eyJzZSI6eyJlIjpbIjU4MTk1IiwiMTg0ODExNzYiLCIxODYzNzk2OCIsIjE4NTczMDMzIiwxODQ5OTEwOCwiMTg2NjYzMDkiLCIxODcyMjcyMyIsIjE4NzI4NjQzIiwiNjA5ODIiLCIxODI0NjUwMCIsIjE4NzY2MTA1IiwiMTgzNzU1MDUiLCI2MDgwMiIsIjE4NzYyNTEzIiwiMTg4NTk1MjkiLCIxODkwMDg4NCIsIjE4NDMwNzgzIiwiMTg2Nzk1NzEiLCI1Nzc5NSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmVsbGFuZHVyIn19,Best Of Bengal,Best Of Bengal,Yes,No,3.8/5,230,"+91 8043708428
+91 8904771863",Marathahalli,Quick Bites,"Gulab Jamun, Thali, Salad",Bengali,300,Delivery,Bellandur
https://www.zomato.com/bangalore/new-punjabi-dhaba-hsr?context=eyJzZSI6eyJlIjpbIjE4NDk5MTA4IiwiMTg2NjYzMDkiLCIxODcyMjcyMyIsIjE4NzI4NjQzIiw2MDk4MiwiMTgyNDY1MDAiLCIxODc2NjEwNSIsIjE4Mzc1NTA1IiwiNjA4MDIiLCIxODc2MjUxMyIsIjE4ODU5NTI5IiwiMTg5MDA4ODQiLCIxODQzMDc4MyIsIjE4Njc5NTcxIiwiNTc3OTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==,"7th Cross, Sector 1, HSR, Bangalore",New Punjabi Dhaba,Yes,No,3.9/5,782,"+91 9972425476
+91 7829891318",HSR,Quick Bites,"Panneer Butter Masala, Butter Chicken, Kadhai Paneer, Egg Biryani, Noodles, Chilli Paneer","North Indian, Chinese",300,Delivery,Bellandur
